Community,LocationDay,FrequencyDay
C71,SMALL RETAIL STORE,140
C71,PARKING LOT/GARAGE(NON.RESID.),115
C71,RESIDENTIAL YARD (FRONT/BACK),103
C71,ALLEY,97
C71,RESIDENCE PORCH/HALLWAY,92
C71,VEHICLE NON-COMMERCIAL,84
C71,"SCHOOL, PUBLIC, BUILDING",81
C71,RESIDENCE-GARAGE,57
C71,DEPARTMENT STORE,53
C71,RESTAURANT,49
C71,GROCERY FOOD STORE,48
C71,CONVENIENCE STORE,45
C71,POLICE FACILITY/VEH PARKING LOT,33
C71,DRUG STORE,28
C71,"SCHOOL, PUBLIC, GROUNDS",24
C71,"SCHOOL, PRIVATE, BUILDING",18
C71,VACANT LOT/LAND,18
C71,CTA BUS,15
C71,CTA BUS STOP,15
C71,COMMERCIAL / BUSINESS OFFICE,13
C71,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,13
C71,TAVERN/LIQUOR STORE,12
C71,BANK,10
C71,DRIVEWAY - RESIDENTIAL,10
C71,PARK PROPERTY,8
C71,ABANDONED BUILDING,7
C71,DAY CARE CENTER,7
C71,WAREHOUSE,6
C71,"SCHOOL, PRIVATE, GROUNDS",6
C71,APPLIANCE STORE,5
C71,BAR OR TAVERN,5
C71,NURSING HOME/RETIREMENT HOME,5
C71,LIBRARY,5
C71,AUTO,4
C71,BARBERSHOP,4
C71,MEDICAL/DENTAL OFFICE,4
C71,CURRENCY EXCHANGE,3
C71,JAIL / LOCK-UP FACILITY,2
C71,CONSTRUCTION SITE,2
C71,TAXICAB,2
C71,SPORTS ARENA/STADIUM,2
C71,FEDERAL BUILDING,2
C71,CLEANING STORE,2
C71,ATM (AUTOMATIC TELLER MACHINE),1
C71,YARD,1
C71,FIRE STATION,1
C71,POOL ROOM,1
C71,PAWN SHOP,1
C71,CTA GARAGE / OTHER PROPERTY,1
C71,VEHICLE-COMMERCIAL,1
C71,HOUSE,1
C71,PORCH,1
C71,FOREST PRESERVE,1
C71,CHA HALLWAY/STAIRWELL/ELEVATOR,1
C71,CTA PLATFORM,1
C71,OTHER RAILROAD PROP / TRAIN DEPOT,1
C71,VEHICLE - OTHER RIDE SERVICE,1
C71,CHA APARTMENT,1
C71,ANIMAL HOSPITAL,1
C72,RESIDENCE,179
C72,STREET,119
C72,PARKING LOT/GARAGE(NON.RESID.),33
C72,OTHER,33
C72,RESIDENTIAL YARD (FRONT/BACK),29
C72,APARTMENT,27
C72,RESTAURANT,24
C72,SIDEWALK,18
C72,RESIDENCE-GARAGE,17
C72,SMALL RETAIL STORE,17
C72,RESIDENCE PORCH/HALLWAY,16
C72,DRIVEWAY - RESIDENTIAL,12
C72,COMMERCIAL / BUSINESS OFFICE,12
C72,VEHICLE NON-COMMERCIAL,12
C72,DRUG STORE,11
C72,"SCHOOL, PUBLIC, BUILDING",9
C72,ALLEY,9
C72,BANK,6
C72,PARK PROPERTY,6
C72,LIBRARY,4
C72,GAS STATION,3
C72,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,3
C72,OTHER RAILROAD PROP / TRAIN DEPOT,3
C72,OTHER COMMERCIAL TRANSPORTATION,2
C72,BAR OR TAVERN,2
C72,"SCHOOL, PUBLIC, GROUNDS",2
C72,ATHLETIC CLUB,2
C72,ATM (AUTOMATIC TELLER MACHINE),2
C72,TAVERN/LIQUOR STORE,2
C72,DEPARTMENT STORE,2
C72,VEHICLE-COMMERCIAL,1
C72,CONVENIENCE STORE,1
C72,CTA GARAGE / OTHER PROPERTY,1
C72,VACANT LOT/LAND,1
C72,MEDICAL/DENTAL OFFICE,1
C72,CTA BUS STOP,1
C72,ABANDONED BUILDING,1
C72,WAREHOUSE,1
C72,CONSTRUCTION SITE,1
C72,"SCHOOL, PRIVATE, BUILDING",1
C72,CTA BUS,1
C72,BARBERSHOP,1
C73,RESIDENCE,730
C73,STREET,462
C73,SIDEWALK,111
C73,APARTMENT,103
C73,"SCHOOL, PUBLIC, BUILDING",76
C73,RESIDENTIAL YARD (FRONT/BACK),67
C73,GAS STATION,62
C73,PARKING LOT/GARAGE(NON.RESID.),59
C73,OTHER,55
C73,SMALL RETAIL STORE,53
C73,RESIDENCE-GARAGE,52
C73,GROCERY FOOD STORE,49
C73,VEHICLE NON-COMMERCIAL,35
C73,ALLEY,35
C73,RESIDENCE PORCH/HALLWAY,34
C73,RESTAURANT,23
C73,DRUG STORE,16
C73,"SCHOOL, PUBLIC, GROUNDS",13
C73,CONVENIENCE STORE,13
C73,PARK PROPERTY,12
C73,HOTEL/MOTEL,11
C73,VACANT LOT/LAND,11
C73,NURSING HOME/RETIREMENT HOME,11
C73,"SCHOOL, PRIVATE, BUILDING",9
C73,COMMERCIAL / BUSINESS OFFICE,8
C73,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,8
C73,DRIVEWAY - RESIDENTIAL,8
C73,BANK,7
C73,CTA BUS STOP,6
C73,DAY CARE CENTER,6
C73,CONSTRUCTION SITE,5
C73,DEPARTMENT STORE,5
C73,CTA BUS,3
C73,TAVERN/LIQUOR STORE,3
C73,CAR WASH,3
C73,CURRENCY EXCHANGE,2
C73,AUTO,2
C73,WAREHOUSE,2
C73,BARBERSHOP,2
C73,HIGHWAY/EXPRESSWAY,2
C73,POOL ROOM,2
C73,VEHICLE-COMMERCIAL,2
C73,MEDICAL/DENTAL OFFICE,2
C73,LIBRARY,1
C73,VEHICLE - OTHER RIDE SERVICE,1
C73,CHA APARTMENT,1
C73,CLEANING STORE,1
C73,VEHICLE - DELIVERY TRUCK,1
C73,OTHER RAILROAD PROP / TRAIN DEPOT,1
C73,ATM (AUTOMATIC TELLER MACHINE),1
C73,COLLEGE/UNIVERSITY GROUNDS,1
C74,RESIDENCE,136
C74,STREET,47
C74,RESIDENTIAL YARD (FRONT/BACK),19
C74,APARTMENT,16
C74,RESIDENCE PORCH/HALLWAY,16
C74,SMALL RETAIL STORE,14
C74,SIDEWALK,12
C74,DRUG STORE,11
C74,"SCHOOL, PUBLIC, BUILDING",10
C74,OTHER,9
C74,PARKING LOT/GARAGE(NON.RESID.),9
C74,RESIDENCE-GARAGE,8
C74,RESTAURANT,8
C74,VEHICLE NON-COMMERCIAL,7
C74,CONVENIENCE STORE,6
C74,"SCHOOL, PUBLIC, GROUNDS",6
C74,DRIVEWAY - RESIDENTIAL,5
C74,"SCHOOL, PRIVATE, BUILDING",4
C74,GROCERY FOOD STORE,4
C74,"SCHOOL, PRIVATE, GROUNDS",4
C74,BANK,4
C74,PARK PROPERTY,3
C74,ALLEY,3
C74,COMMERCIAL / BUSINESS OFFICE,3
C74,CEMETARY,2
C74,VACANT LOT/LAND,2
C74,CONSTRUCTION SITE,1
C74,ATM (AUTOMATIC TELLER MACHINE),1
C74,DEPARTMENT STORE,1
C74,COLLEGE/UNIVERSITY RESIDENCE HALL,1
C74,SPORTS ARENA/STADIUM,1
C74,MEDICAL/DENTAL OFFICE,1
C74,NURSING HOME/RETIREMENT HOME,1
C74,ATHLETIC CLUB,1
C74,NEWSSTAND,1
C74,ABANDONED BUILDING,1
C75,RESIDENCE,460
C75,STREET,266
C75,SMALL RETAIL STORE,77
C75,"SCHOOL, PUBLIC, BUILDING",63
C75,PARKING LOT/GARAGE(NON.RESID.),61
C75,SIDEWALK,60
C75,OTHER,54
C75,RESIDENTIAL YARD (FRONT/BACK),46
C75,APARTMENT,40
C75,DEPARTMENT STORE,33
C75,RESIDENCE-GARAGE,32
C75,GAS STATION,30
C75,GROCERY FOOD STORE,29
C75,RESIDENCE PORCH/HALLWAY,24
C75,VEHICLE NON-COMMERCIAL,24
C75,RESTAURANT,21
C75,NURSING HOME/RETIREMENT HOME,19
C75,ALLEY,17
C75,ATHLETIC CLUB,13
C75,VACANT LOT/LAND,12
C75,DRUG STORE,12
C75,PARK PROPERTY,12
C75,CONVENIENCE STORE,11
C75,COMMERCIAL / BUSINESS OFFICE,10
C75,DRIVEWAY - RESIDENTIAL,10
C75,POLICE FACILITY/VEH PARKING LOT,10
C75,"SCHOOL, PUBLIC, GROUNDS",9
C75,BANK,6
C75,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,6
C75,DAY CARE CENTER,5
C75,"SCHOOL, PRIVATE, BUILDING",5
C75,ATM (AUTOMATIC TELLER MACHINE),4
C75,TAVERN/LIQUOR STORE,4
C75,CTA BUS STOP,3
C75,ABANDONED BUILDING,3
C75,GOVERNMENT BUILDING/PROPERTY,3
C75,OTHER COMMERCIAL TRANSPORTATION,2
C75,TAXICAB,2
C75,VEHICLE-COMMERCIAL,2
C75,SPORTS ARENA/STADIUM,2
C75,MEDICAL/DENTAL OFFICE,2
C75,VEHICLE - OTHER RIDE SERVICE,2
C75,CEMETARY,1
C75,CTA STATION,1
C75,LIBRARY,1
C75,SAVINGS AND LOAN,1
C75,FEDERAL BUILDING,1
C75,FACTORY/MANUFACTURING BUILDING,1
C75,OTHER RAILROAD PROP / TRAIN DEPOT,1
C75,"SCHOOL, PRIVATE, GROUNDS",1
C75,CURRENCY EXCHANGE,1
C75,WAREHOUSE,1
C75,CTA BUS,1
C75,CONSTRUCTION SITE,1
C75,BARBERSHOP,1
C75,POOL ROOM,1
C76,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,156
C76,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,151
C76,GOVERNMENT BUILDING/PROPERTY,92
C76,AIRPORT VENDING ESTABLISHMENT,74
C76,RESIDENCE,71
C76,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,55
C76,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,54
C76,AIRPORT EXTERIOR - NON-SECURE AREA,49
C76,OTHER,46
C76,AIRPORT PARKING LOT,45
C76,STREET,44
C76,APARTMENT,44
C76,PARKING LOT/GARAGE(NON.RESID.),41
C76,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,39
C76,AIRPORT/AIRCRAFT,39
C76,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,38
C76,AIRCRAFT,38
C76,CTA PLATFORM,14
C76,AIRPORT EXTERIOR - SECURE AREA,13
C76,ATHLETIC CLUB,11
C76,RESIDENCE PORCH/HALLWAY,11
C76,COMMERCIAL / BUSINESS OFFICE,11
C76,CTA TRAIN,10
C76,RESIDENTIAL YARD (FRONT/BACK),9
C76,HOTEL/MOTEL,9
C76,AIRPORT TRANSPORTATION SYSTEM (ATS),7
C76,CTA GARAGE / OTHER PROPERTY,7
C76,AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA,6
C76,CTA STATION,6
C76,WAREHOUSE,5
C76,RESIDENCE-GARAGE,4
C76,SMALL RETAIL STORE,4
C76,SIDEWALK,4
C76,RESTAURANT,4
C76,VEHICLE NON-COMMERCIAL,3
C76,GROCERY FOOD STORE,3
C76,DRIVEWAY - RESIDENTIAL,2
C76,VEHICLE-COMMERCIAL,2
C76,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1
C76,ALLEY,1
C76,FIRE STATION,1
C76,CREDIT UNION,1
C76,CONSTRUCTION SITE,1
C76,POLICE FACILITY/VEH PARKING LOT,1
C76,DEPARTMENT STORE,1
C76,OTHER COMMERCIAL TRANSPORTATION,1
C76,MEDICAL/DENTAL OFFICE,1
C76,CTA BUS STOP,1
C76,BANK,1
C77,APARTMENT,327
C77,STREET,292
C77,RESIDENCE,218
C77,GROCERY FOOD STORE,172
C77,OTHER,113
C77,SIDEWALK,76
C77,SMALL RETAIL STORE,73
C77,RESIDENCE PORCH/HALLWAY,64
C77,PARKING LOT/GARAGE(NON.RESID.),59
C77,RESTAURANT,45
C77,RESIDENCE-GARAGE,43
C77,ALLEY,33
C77,"SCHOOL, PUBLIC, BUILDING",30
C77,RESIDENTIAL YARD (FRONT/BACK),25
C77,NURSING HOME/RETIREMENT HOME,23
C77,DRUG STORE,22
C77,PARK PROPERTY,18
C77,CONVENIENCE STORE,15
C77,CTA PLATFORM,11
C77,"SCHOOL, PUBLIC, GROUNDS",11
C77,DEPARTMENT STORE,11
C77,VEHICLE NON-COMMERCIAL,10
C77,BANK,10
C77,ATM (AUTOMATIC TELLER MACHINE),10
C77,COMMERCIAL / BUSINESS OFFICE,9
C77,GAS STATION,8
C77,LIBRARY,8
C77,CTA TRAIN,8
C77,CTA BUS,8
C77,CTA STATION,6
C77,ATHLETIC CLUB,5
C77,TAXICAB,4
C77,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,4
C77,"SCHOOL, PRIVATE, BUILDING",3
C77,BARBERSHOP,3
C77,BAR OR TAVERN,3
C77,SPORTS ARENA/STADIUM,3
C77,GOVERNMENT BUILDING/PROPERTY,3
C77,CAR WASH,3
C77,LAKEFRONT/WATERFRONT/RIVERBANK,3
C77,CTA BUS STOP,3
C77,DAY CARE CENTER,3
C77,MEDICAL/DENTAL OFFICE,2
C77,HOSPITAL BUILDING/GROUNDS,2
C77,CHA APARTMENT,2
C77,ABANDONED BUILDING,2
C77,APPLIANCE STORE,1
C77,HOTEL/MOTEL,1
C77,COLLEGE/UNIVERSITY RESIDENCE HALL,1
C77,COLLEGE/UNIVERSITY GROUNDS,1
C77,HIGHWAY/EXPRESSWAY,1
C77,VEHICLE-COMMERCIAL,1
C77,FACTORY/MANUFACTURING BUILDING,1
C77,MOVIE HOUSE/THEATER,1
C77,NEWSSTAND,1
C77,"SCHOOL, PRIVATE, GROUNDS",1
C77,DRIVEWAY - RESIDENTIAL,1
C77,COIN OPERATED MACHINE,1
C77,CHA HALLWAY/STAIRWELL/ELEVATOR,1
C77,CURRENCY EXCHANGE,1
C77,TAVERN/LIQUOR STORE,1
C77,CONSTRUCTION SITE,1
C8,STREET,1061
C8,DEPARTMENT STORE,1029
C8,RESTAURANT,936
C8,SMALL RETAIL STORE,738
C8,OTHER,621
C8,PARKING LOT/GARAGE(NON.RESID.),469
C8,SIDEWALK,460
C8,RESIDENCE,422
C8,APARTMENT,305
C8,HOTEL/MOTEL,297
C8,GROCERY FOOD STORE,226
C8,CTA TRAIN,163
C8,COMMERCIAL / BUSINESS OFFICE,160
C8,HOSPITAL BUILDING/GROUNDS,159
C8,BAR OR TAVERN,109
C8,RESIDENCE-GARAGE,95
C8,VEHICLE NON-COMMERCIAL,66
C8,CTA STATION,57
C8,BANK,56
C8,GAS STATION,55
C8,DRUG STORE,54
C8,RESIDENCE PORCH/HALLWAY,51
C8,ALLEY,49
C8,CONSTRUCTION SITE,43
C8,CTA PLATFORM,42
C8,CONVENIENCE STORE,41
C8,PARK PROPERTY,40
C8,RESIDENTIAL YARD (FRONT/BACK),39
C8,"SCHOOL, PUBLIC, BUILDING",38
C8,CHA PARKING LOT/GROUNDS,38
C8,ATHLETIC CLUB,37
C8,CTA BUS,29
C8,NURSING HOME/RETIREMENT HOME,25
C8,MEDICAL/DENTAL OFFICE,22
C8,CHA APARTMENT,20
C8,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,20
C8,ATM (AUTOMATIC TELLER MACHINE),20
C8,TAXICAB,20
C8,LAKEFRONT/WATERFRONT/RIVERBANK,16
C8,"SCHOOL, PRIVATE, BUILDING",15
C8,"SCHOOL, PUBLIC, GROUNDS",14
C8,TAVERN/LIQUOR STORE,14
C8,VEHICLE-COMMERCIAL,13
C8,MOVIE HOUSE/THEATER,12
C8,POLICE FACILITY/VEH PARKING LOT,12
C8,CURRENCY EXCHANGE,11
C8,GOVERNMENT BUILDING/PROPERTY,11
C8,BOWLING ALLEY,10
C8,CTA BUS STOP,9
C8,"SCHOOL, PRIVATE, GROUNDS",9
C8,DAY CARE CENTER,9
C8,VEHICLE - OTHER RIDE SERVICE,8
C8,LIBRARY,8
C8,DRIVEWAY - RESIDENTIAL,7
C8,WAREHOUSE,7
C8,BARBERSHOP,7
C8,CAR WASH,5
C8,COLLEGE/UNIVERSITY GROUNDS,5
C8,BOAT/WATERCRAFT,4
C8,CHA HALLWAY/STAIRWELL/ELEVATOR,4
C8,CTA GARAGE / OTHER PROPERTY,3
C8,FACTORY/MANUFACTURING BUILDING,2
C8,COIN OPERATED MACHINE,2
C8,CLEANING STORE,2
C8,COLLEGE/UNIVERSITY RESIDENCE HALL,2
C8,JAIL / LOCK-UP FACILITY,2
C8,APPLIANCE STORE,2
C8,OTHER COMMERCIAL TRANSPORTATION,2
C8,VACANT LOT/LAND,2
C8,BRIDGE,2
C8,SPORTS ARENA/STADIUM,2
C8,VEHICLE - DELIVERY TRUCK,1
C8,FEDERAL BUILDING,1
C8,NEWSSTAND,1
C8,OTHER RAILROAD PROP / TRAIN DEPOT,1
C8,FIRE STATION,1
C8,CTA TRACKS - RIGHT OF WAY,1
C8,HIGHWAY/EXPRESSWAY,1
C9,RESIDENCE,57
C9,STREET,29
C9,APARTMENT,14
C9,OTHER,10
C9,PARKING LOT/GARAGE(NON.RESID.),7
C9,SIDEWALK,5
C9,RESTAURANT,5
C9,COMMERCIAL / BUSINESS OFFICE,5
C9,PARK PROPERTY,4
C9,RESIDENCE-GARAGE,4
C9,ALLEY,3
C9,SMALL RETAIL STORE,3
C9,VEHICLE NON-COMMERCIAL,2
C9,GROCERY FOOD STORE,2
C9,RESIDENCE PORCH/HALLWAY,2
C9,BANK,2
C9,RESIDENTIAL YARD (FRONT/BACK),1
C9,"SCHOOL, PRIVATE, BUILDING",1
C9,TAVERN/LIQUOR STORE,1
C9,DEPARTMENT STORE,1
C9,GOVERNMENT BUILDING/PROPERTY,1
C9,"SCHOOL, PUBLIC, BUILDING",1
C9,FACTORY/MANUFACTURING BUILDING,1
