Community,Location,Frequency,Period
C16,ATHLETIC CLUB,2,Day
C46,CONSTRUCTION SITE,5,Day
C66,CURRENCY EXCHANGE,11,Day
C59,SMALL RETAIL STORE,31,Day
C18,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Day
C45,VEHICLE NON-COMMERCIAL,25,Day
C29,RESIDENCE-GARAGE,28,Day
C8,RESTAURANT,936,Day
C3,HOSPITAL BUILDING/GROUNDS,35,Day
C7,APARTMENT,198,Day
C37,"SCHOOL, PUBLIC, BUILDING",5,Day
C10,LIBRARY,1,Day
C35,"SCHOOL, PRIVATE, BUILDING",17,Day
C74,RESIDENCE PORCH/HALLWAY,16,Day
C70,DRIVEWAY - RESIDENTIAL,37,Day
C7,PARK PROPERTY,83,Day
C45,NURSING HOME/RETIREMENT HOME,5,Day
C7,CHA APARTMENT,13,Day
C71,RESTAURANT,49,Day
C39,VEHICLE NON-COMMERCIAL,18,Day
C65,OTHER,70,Day
C22,RESIDENTIAL YARD (FRONT/BACK),58,Day
C21,ATM (AUTOMATIC TELLER MACHINE),7,Day
C30,DRIVEWAY - RESIDENTIAL,13,Day
C1,COLLEGE/UNIVERSITY RESIDENCE HALL,2,Day
C9,DEPARTMENT STORE,1,Day
C53,SMALL RETAIL STORE,30,Day
C14,RESTAURANT,33,Day
C22,CTA BUS,10,Day
C68,APARTMENT,637,Day
C13,COLLEGE/UNIVERSITY GROUNDS,3,Day
C24,GAS STATION,29,Day
C75,CTA STATION,1,Day
C35,CONVENIENCE STORE,6,Day
C13,SMALL RETAIL STORE,13,Day
C56,ABANDONED BUILDING,1,Day
C10,ATHLETIC CLUB,1,Day
C46,CTA BUS STOP,5,Day
C45,VEHICLE-COMMERCIAL,1,Day
C1,PARK PROPERTY,30,Day
C4,DRUG STORE,9,Day
C7,RESIDENTIAL YARD (FRONT/BACK),51,Day
C72,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,3,Day
C65,COMMERCIAL / BUSINESS OFFICE,6,Day
C58,ATM (AUTOMATIC TELLER MACHINE),1,Day
C69,POOL ROOM,2,Day
C61,BANK,6,Day
C16,ABANDONED BUILDING,1,Day
C8,RESIDENCE,422,Day
C60,CONSTRUCTION SITE,11,Day
C26,COIN OPERATED MACHINE,2,Day
C61,VEHICLE - DELIVERY TRUCK,1,Day
C73,SMALL RETAIL STORE,53,Day
C32,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,5,Day
C49,CONSTRUCTION SITE,1,Day
C43,RESIDENCE-GARAGE,43,Day
C43,LAKEFRONT/WATERFRONT/RIVERBANK,1,Day
C25,COMMERCIAL / BUSINESS OFFICE,29,Day
C28,NURSING HOME/RETIREMENT HOME,5,Day
C15,CTA STATION,1,Day
C44,GAS STATION,122,Day
C51,"SCHOOL, PUBLIC, BUILDING",13,Day
C6,HOSPITAL BUILDING/GROUNDS,44,Day
C15,BAR OR TAVERN,4,Day
C27,DEPARTMENT STORE,3,Day
C57,PARKING LOT/GARAGE(NON.RESID.),45,Day
C28,TAXICAB,8,Day
C48,DAY CARE CENTER,3,Day
C19,ATHLETIC CLUB,8,Day
C63,"SCHOOL, PRIVATE, BUILDING",7,Day
C60,FACTORY/MANUFACTURING BUILDING,1,Day
C48,NURSING HOME/RETIREMENT HOME,1,Day
C62,RESIDENCE PORCH/HALLWAY,7,Day
C46,GOVERNMENT BUILDING/PROPERTY,2,Day
C58,ALLEY,34,Day
C25,YARD,2,Day
C61,MEDICAL/DENTAL OFFICE,4,Day
C48,"SCHOOL, PRIVATE, GROUNDS",1,Day
C3,BANK,22,Day
C27,WAREHOUSE,3,Day
C2,CONSTRUCTION SITE,4,Day
C26,RESIDENCE,442,Day
C49,BAR OR TAVERN,1,Day
C1,VEHICLE NON-COMMERCIAL,22,Day
C72,"SCHOOL, PUBLIC, GROUNDS",2,Day
C5,CTA TRAIN,4,Day
C30,TAVERN/LIQUOR STORE,9,Day
C45,VACANT LOT/LAND,4,Day
C38,GROCERY FOOD STORE,39,Day
C69,FACTORY/MANUFACTURING BUILDING,1,Day
C1,NURSING HOME/RETIREMENT HOME,31,Day
C5,"SCHOOL, PRIVATE, BUILDING",1,Day
C32,CTA BUS STOP,10,Day
C36,CTA BUS,2,Day
C45,RESIDENTIAL YARD (FRONT/BACK),12,Day
C29,APPLIANCE STORE,1,Day
C34,CTA TRACKS - RIGHT OF WAY,2,Day
C49,CONVENIENCE STORE,45,Day
C24,HOSPITAL BUILDING/GROUNDS,52,Day
C28,APARTMENT,371,Day
C27,DRIVEWAY - RESIDENTIAL,3,Day
C21,BANK,21,Day
C67,BARBERSHOP,5,Day
C20,CONSTRUCTION SITE,1,Day
C39,TAVERN/LIQUOR STORE,4,Day
C46,STREET,613,Day
C28,PARK PROPERTY,45,Day
C3,CTA PLATFORM,6,Day
C48,APARTMENT,42,Day
C34,RESTAURANT,32,Day
C26,GOVERNMENT BUILDING/PROPERTY,1,Day
C54,TAXICAB,3,Day
C63,CTA TRAIN,16,Day
C4,CTA BUS,9,Day
C26,CTA BUS STOP,13,Day
C25,VEHICLE-COMMERCIAL,19,Day
C23,CTA TRAIN,2,Day
C1,COLLEGE/UNIVERSITY GROUNDS,8,Day
C33,CHA APARTMENT,5,Day
C45,COMMERCIAL / BUSINESS OFFICE,3,Day
C17,SIDEWALK,46,Day
C76,POLICE FACILITY/VEH PARKING LOT,1,Day
C48,OTHER COMMERCIAL TRANSPORTATION,1,Day
C74,"SCHOOL, PRIVATE, GROUNDS",4,Day
C59,COMMERCIAL / BUSINESS OFFICE,4,Day
C57,SIDEWALK,16,Day
C60,CURRENCY EXCHANGE,1,Day
C29,CONSTRUCTION SITE,6,Day
C23,RESIDENCE-GARAGE,87,Day
C49,CURRENCY EXCHANGE,3,Day
C44,ALLEY,80,Day
C69,CONSTRUCTION SITE,6,Day
C8,COIN OPERATED MACHINE,2,Day
C1,APARTMENT,643,Day
C32,HOTEL/MOTEL,275,Day
C13,VEHICLE NON-COMMERCIAL,9,Day
C31,"SCHOOL, PUBLIC, BUILDING",51,Day
C70,FEDERAL BUILDING,1,Day
C36,MEDICAL/DENTAL OFFICE,6,Day
C29,FACTORY/MANUFACTURING BUILDING,4,Day
C42,RESIDENCE PORCH/HALLWAY,44,Day
C36,SPORTS ARENA/STADIUM,1,Day
C71,RESIDENCE,1222,Day
C62,CTA BUS,2,Day
C7,VEHICLE-COMMERCIAL,6,Day
C71,JAIL / LOCK-UP FACILITY,2,Day
C33,OTHER,164,Day
C75,CONVENIENCE STORE,11,Day
C33,VEHICLE - OTHER RIDE SERVICE,2,Day
C29,BAR OR TAVERN,1,Day
C69,APPLIANCE STORE,1,Day
C2,CURRENCY EXCHANGE,12,Day
C67,DRIVEWAY - RESIDENTIAL,4,Day
C73,COLLEGE/UNIVERSITY GROUNDS,1,Day
C61,PAWN SHOP,6,Day
C15,CAR WASH,1,Day
C25,VACANT LOT/LAND,46,Day
C67,WAREHOUSE,3,Day
C18,GROCERY FOOD STORE,1,Day
C63,CTA GARAGE / OTHER PROPERTY,7,Day
C74,RESTAURANT,8,Day
C6,ALLEY,49,Day
C22,DRUG STORE,32,Day
C16,CTA BUS,13,Day
C1,OTHER,151,Day
C27,BARBERSHOP,1,Day
C15,CONVENIENCE STORE,14,Day
C67,DEPARTMENT STORE,15,Day
C48,PARK PROPERTY,2,Day
C73,PARK PROPERTY,12,Day
C73,CHA APARTMENT,1,Day
C49,POOL ROOM,1,Day
C26,STREET,880,Day
C19,TAVERN/LIQUOR STORE,2,Day
C20,CURRENCY EXCHANGE,5,Day
C3,PAWN SHOP,1,Day
C12,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Day
C34,TAXICAB,1,Day
C35,CTA STATION,5,Day
C71,"SCHOOL, PUBLIC, BUILDING",81,Day
C53,VEHICLE NON-COMMERCIAL,41,Day
C37,PARKING LOT/GARAGE(NON.RESID.),33,Day
C68,DAY CARE CENTER,6,Day
C25,RESIDENTIAL YARD (FRONT/BACK),241,Day
C73,LIBRARY,1,Day
C14,"SCHOOL, PRIVATE, GROUNDS",3,Day
C8,CTA BUS STOP,9,Day
C43,"SCHOOL, PRIVATE, BUILDING",5,Day
C64,ALLEY,11,Day
C28,OTHER COMMERCIAL TRANSPORTATION,43,Day
C54,"SCHOOL, PRIVATE, GROUNDS",3,Day
C33,WAREHOUSE,2,Day
C37,SIDEWALK,29,Day
C68,"SCHOOL, PRIVATE, GROUNDS",2,Day
C40,APPLIANCE STORE,2,Day
C73,OTHER,55,Day
C17,RESIDENCE PORCH/HALLWAY,23,Day
C29,CURRENCY EXCHANGE,3,Day
C3,RETAIL STORE,1,Day
C13,DRIVEWAY - RESIDENTIAL,6,Day
C24,ALLEY,101,Day
C73,VEHICLE - OTHER RIDE SERVICE,1,Day
C69,BAR OR TAVERN,5,Day
C11,"SCHOOL, PUBLIC, BUILDING",2,Day
C46,RESIDENCE,806,Day
C54,CHA HALLWAY/STAIRWELL/ELEVATOR,1,Day
C69,CURRENCY EXCHANGE,19,Day
C25,FEDERAL BUILDING,1,Day
C16,MEDICAL/DENTAL OFFICE,2,Day
C5,RESIDENCE-GARAGE,61,Day
C52,"SCHOOL, PUBLIC, GROUNDS",4,Day
C25,PORCH,3,Day
C44,ATM (AUTOMATIC TELLER MACHINE),15,Day
C18,OTHER RAILROAD PROP / TRAIN DEPOT,2,Day
C13,LIBRARY,2,Day
C22,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",1,Day
C58,GROCERY FOOD STORE,7,Day
C42,CTA BUS,19,Day
C29,POOL ROOM,1,Day
C23,CHA PARKING LOT/GROUNDS,1,Day
C67,LIBRARY,1,Day
C8,GOVERNMENT BUILDING/PROPERTY,11,Day
C13,OTHER,43,Day
C55,CONVENIENCE STORE,1,Day
C21,HOUSE,1,Day
C33,SMALL RETAIL STORE,33,Day
C38,CTA GARAGE / OTHER PROPERTY,3,Day
C66,CTA BUS STOP,17,Day
C5,BOWLING ALLEY,3,Day
C65,VEHICLE-COMMERCIAL,3,Day
C61,HOUSE,1,Day
C38,ATM (AUTOMATIC TELLER MACHINE),1,Day
C36,ABANDONED BUILDING,1,Day
C10,GAS STATION,10,Day
C47,WAREHOUSE,2,Day
C50,ATHLETIC CLUB,2,Day
C52,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Day
C63,RESIDENCE-GARAGE,43,Day
C64,GAS STATION,3,Day
C77,LAKEFRONT/WATERFRONT/RIVERBANK,3,Day
C77,PARKING LOT/GARAGE(NON.RESID.),59,Day
C6,ATM (AUTOMATIC TELLER MACHINE),37,Day
C68,NURSING HOME/RETIREMENT HOME,5,Day
C73,VEHICLE NON-COMMERCIAL,35,Day
C66,GOVERNMENT BUILDING/PROPERTY,1,Day
C77,SIDEWALK,76,Day
C39,COMMERCIAL / BUSINESS OFFICE,6,Day
C28,DAY CARE CENTER,1,Day
C8,STREET,1061,Day
C69,CONVENIENCE STORE,28,Day
C59,ATHLETIC CLUB,1,Day
C33,VEHICLE NON-COMMERCIAL,17,Day
C17,PARKING LOT/GARAGE(NON.RESID.),26,Day
C68,TAXICAB,3,Day
C6,GAS STATION,21,Day
C53,LIBRARY,6,Day
C23,"SCHOOL, PRIVATE, BUILDING",20,Day
C16,SPORTS ARENA/STADIUM,2,Day
C13,WAREHOUSE,2,Day
C7,COMMERCIAL / BUSINESS OFFICE,28,Day
C38,ANIMAL HOSPITAL,1,Day
C53,OTHER,81,Day
C62,DRUG STORE,3,Day
C65,RESIDENTIAL YARD (FRONT/BACK),33,Day
C53,VEHICLE - OTHER RIDE SERVICE,1,Day
C34,CHA HALLWAY/STAIRWELL/ELEVATOR,4,Day
C47,DRIVEWAY - RESIDENTIAL,2,Day
C25,BASEMENT,1,Day
C32,"SCHOOL, PUBLIC, GROUNDS",9,Day
C41,BANK,18,Day
C21,CTA PLATFORM,2,Day
C24,ATM (AUTOMATIC TELLER MACHINE),6,Day
C66,STREET,805,Day
C40,CONSTRUCTION SITE,6,Day
C53,ATHLETIC CLUB,10,Day
C33,VEHICLE-COMMERCIAL,2,Day
C4,APARTMENT,157,Day
C11,SIDEWALK,17,Day
C22,TAXICAB,2,Day
C34,"SCHOOL, PUBLIC, BUILDING",19,Day
C73,VEHICLE-COMMERCIAL,2,Day
C24,BANK,25,Day
C53,COMMERCIAL / BUSINESS OFFICE,4,Day
C49,STREET,1022,Day
C65,SIDEWALK,65,Day
C61,WAREHOUSE,13,Day
C4,PARK PROPERTY,11,Day
C30,POLICE FACILITY/VEH PARKING LOT,3,Day
C36,VEHICLE NON-COMMERCIAL,10,Day
C45,RESIDENCE PORCH/HALLWAY,17,Day
C13,COMMERCIAL / BUSINESS OFFICE,13,Day
C19,POLICE FACILITY/VEH PARKING LOT,21,Day
C29,GOVERNMENT BUILDING/PROPERTY,7,Day
C52,ALLEY,13,Day
C77,CONSTRUCTION SITE,1,Day
C31,PARKING LOT/GARAGE(NON.RESID.),60,Day
C1,COMMERCIAL / BUSINESS OFFICE,4,Day
C76,VEHICLE NON-COMMERCIAL,3,Day
C8,GROCERY FOOD STORE,226,Day
C49,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,21,Day
C44,MEDICAL/DENTAL OFFICE,5,Day
C3,DEPARTMENT STORE,45,Day
C26,"SCHOOL, PRIVATE, BUILDING",6,Day
C30,SPORTS ARENA/STADIUM,3,Day
C13,FEDERAL BUILDING,1,Day
C70,CTA BUS,6,Day
C44,VEHICLE - DELIVERY TRUCK,1,Day
C66,ANIMAL HOSPITAL,2,Day
C61,DRIVEWAY - RESIDENTIAL,5,Day
C14,RESIDENCE,239,Day
C49,HOTEL/MOTEL,8,Day
C73,TAVERN/LIQUOR STORE,3,Day
C8,CHA PARKING LOT/GROUNDS,38,Day
C48,"SCHOOL, PUBLIC, BUILDING",11,Day
C52,OTHER RAILROAD PROP / TRAIN DEPOT,1,Day
C28,JAIL / LOCK-UP FACILITY,13,Day
C12,ATM (AUTOMATIC TELLER MACHINE),1,Day
C2,ROOMING HOUSE,1,Day
C26,GROCERY FOOD STORE,47,Day
C60,GOVERNMENT BUILDING/PROPERTY,3,Day
C22,OTHER COMMERCIAL TRANSPORTATION,2,Day
C57,FACTORY/MANUFACTURING BUILDING,1,Day
C10,CTA BUS,1,Day
C33,TAVERN/LIQUOR STORE,3,Day
C11,CLEANING STORE,1,Day
C60,CTA BUS STOP,2,Day
C23,CONVENIENCE STORE,45,Day
C35,BARBERSHOP,3,Day
C43,CONSTRUCTION SITE,2,Day
C5,BAR OR TAVERN,5,Day
C17,RESTAURANT,9,Day
C56,PARK PROPERTY,5,Day
C59,DRUG STORE,5,Day
C16,APARTMENT,263,Day
C7,RESIDENCE PORCH/HALLWAY,97,Day
C3,DRIVEWAY - RESIDENTIAL,3,Day
C64,BANK,1,Day
C63,CONSTRUCTION SITE,1,Day
C16,PARK PROPERTY,20,Day
C67,TAVERN/LIQUOR STORE,11,Day
C51,BOWLING ALLEY,2,Day
C42,NURSING HOME/RETIREMENT HOME,15,Day
C61,SMALL RETAIL STORE,112,Day
C47,GAS STATION,1,Day
C41,DEPARTMENT STORE,43,Day
C76,APARTMENT,44,Day
C3,LIBRARY,5,Day
C19,CTA BUS,7,Day
C3,BARBERSHOP,4,Day
C69,CTA BUS STOP,21,Day
C45,PARKING LOT/GARAGE(NON.RESID.),36,Day
C2,CTA BUS STOP,4,Day
C28,BRIDGE,1,Day
C33,RESIDENTIAL YARD (FRONT/BACK),6,Day
C1,VEHICLE-COMMERCIAL,3,Day
C70,SPORTS ARENA/STADIUM,1,Day
C14,"SCHOOL, PUBLIC, BUILDING",52,Day
C72,ALLEY,9,Day
C64,MEDICAL/DENTAL OFFICE,1,Day
C45,SIDEWALK,57,Day
C32,OTHER RAILROAD PROP / TRAIN DEPOT,4,Day
C6,BANK,30,Day
C23,FACTORY/MANUFACTURING BUILDING,6,Day
C63,BAR OR TAVERN,1,Day
C35,HOTEL/MOTEL,6,Day
C25,RESIDENCE PORCH/HALLWAY,199,Day
C16,VEHICLE NON-COMMERCIAL,56,Day
C5,CONSTRUCTION SITE,6,Day
C37,CURRENCY EXCHANGE,6,Day
C32,ALLEY,29,Day
C77,CURRENCY EXCHANGE,1,Day
C65,RESIDENCE PORCH/HALLWAY,15,Day
C29,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,17,Day
C56,VEHICLE NON-COMMERCIAL,24,Day
C24,MEDICAL/DENTAL OFFICE,21,Day
C12,GROCERY FOOD STORE,15,Day
C56,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,22,Day
C16,OTHER,118,Day
C26,ANIMAL HOSPITAL,1,Day
C28,RESIDENTIAL YARD (FRONT/BACK),66,Day
C52,GROCERY FOOD STORE,15,Day
C10,SPORTS ARENA/STADIUM,2,Day
C52,ATM (AUTOMATIC TELLER MACHINE),1,Day
C46,"SCHOOL, PRIVATE, BUILDING",3,Day
C66,GROCERY FOOD STORE,21,Day
C21,BARBERSHOP,1,Day
C50,CTA BUS,2,Day
C8,CTA TRAIN,163,Day
C64,SPORTS ARENA/STADIUM,1,Day
C45,DRUG STORE,3,Day
C76,OTHER,46,Day
C4,"SCHOOL, PRIVATE, GROUNDS",1,Day
C63,CONVENIENCE STORE,14,Day
C41,DRIVEWAY - RESIDENTIAL,3,Day
C8,RESIDENCE-GARAGE,95,Day
C60,STREET,232,Day
C53,TAVERN/LIQUOR STORE,2,Day
C30,ABANDONED BUILDING,1,Day
C68,VACANT LOT/LAND,45,Day
C44,ABANDONED BUILDING,4,Day
C38,PAWN SHOP,2,Day
C6,MEDICAL/DENTAL OFFICE,10,Day
C40,GOVERNMENT BUILDING/PROPERTY,1,Day
C58,CTA PLATFORM,1,Day
C60,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,3,Day
C71,RESIDENCE-GARAGE,57,Day
C71,PARKING LOT/GARAGE(NON.RESID.),115,Day
C59,CTA BUS,4,Day
C40,CTA BUS STOP,8,Day
C51,CHA PARKING LOT/GROUNDS,18,Day
C29,COIN OPERATED MACHINE,1,Day
C50,COLLEGE/UNIVERSITY RESIDENCE HALL,2,Day
C23,CONSTRUCTION SITE,7,Day
C15,BARBERSHOP,3,Day
C29,CTA BUS STOP,14,Day
C3,WAREHOUSE,3,Day
C39,DRUG STORE,6,Day
C31,SIDEWALK,137,Day
C26,CTA TRAIN,16,Day
C2,RESIDENCE,326,Day
C5,CONVENIENCE STORE,4,Day
C62,OTHER COMMERCIAL TRANSPORTATION,2,Day
C22,DAY CARE CENTER,5,Day
C2,STREET,531,Day
C26,RESIDENCE-GARAGE,11,Day
C22,NURSING HOME/RETIREMENT HOME,10,Day
C53,YARD,1,Day
C27,GAS STATION,93,Day
C60,HOTEL/MOTEL,1,Day
C11,PARKING LOT/GARAGE(NON.RESID.),17,Day
C74,CEMETARY,2,Day
C25,PARKING LOT/GARAGE(NON.RESID.),249,Day
C23,APPLIANCE STORE,7,Day
C13,ATHLETIC CLUB,1,Day
C7,DRUG STORE,33,Day
C50,SPORTS ARENA/STADIUM,2,Day
C61,LIBRARY,3,Day
C8,CTA GARAGE / OTHER PROPERTY,3,Day
C42,"SCHOOL, PRIVATE, GROUNDS",4,Day
C24,SPORTS ARENA/STADIUM,5,Day
C35,"SCHOOL, PUBLIC, GROUNDS",21,Day
C25,SIDEWALK,1427,Day
C21,WAREHOUSE,7,Day
C46,ANIMAL HOSPITAL,1,Day
C73,RESIDENTIAL YARD (FRONT/BACK),67,Day
C72,ATM (AUTOMATIC TELLER MACHINE),2,Day
C5,CURRENCY EXCHANGE,3,Day
C61,VEHICLE - OTHER RIDE SERVICE,1,Day
C42,CHA HALLWAY/STAIRWELL/ELEVATOR,1,Day
C74,RESIDENCE,136,Day
C20,STREET,250,Day
C68,PORCH,1,Day
C28,"SCHOOL, PUBLIC, BUILDING",76,Day
C32,GROCERY FOOD STORE,52,Day
C76,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,54,Day
C71,CLEANING STORE,2,Day
C36,OTHER,15,Day
C32,ATM (AUTOMATIC TELLER MACHINE),36,Day
C74,STREET,47,Day
C30,CTA BUS,7,Day
C55,"SCHOOL, PUBLIC, GROUNDS",6,Day
C25,DRUG STORE,44,Day
C41,BARBERSHOP,2,Day
C56,OTHER,73,Day
C65,DRUG STORE,10,Day
C28,VACANT LOT/LAND,10,Day
C43,CONVENIENCE STORE,50,Day
C22,APARTMENT,389,Day
C26,CTA GARAGE / OTHER PROPERTY,4,Day
C29,STREET,1307,Day
C73,COMMERCIAL / BUSINESS OFFICE,8,Day
C44,BANK,29,Day
C48,VACANT LOT/LAND,2,Day
C24,ABANDONED BUILDING,1,Day
C69,STREET,920,Day
C58,BANK,5,Day
C15,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,9,Day
C38,CTA PLATFORM,5,Day
C50,POLICE FACILITY/VEH PARKING LOT,42,Day
C51,RESIDENCE-GARAGE,13,Day
C7,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",1,Day
C38,CTA STATION,8,Day
C33,COMMERCIAL / BUSINESS OFFICE,23,Day
C21,DEPARTMENT STORE,65,Day
C49,GOVERNMENT BUILDING/PROPERTY,5,Day
C51,PARKING LOT/GARAGE(NON.RESID.),64,Day
C69,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,14,Day
C65,PARKING LOT/GARAGE(NON.RESID.),81,Day
C16,SMALL RETAIL STORE,57,Day
C23,CURRENCY EXCHANGE,7,Day
C49,COIN OPERATED MACHINE,2,Day
C49,CTA BUS STOP,19,Day
C51,SIDEWALK,54,Day
C43,CURRENCY EXCHANGE,19,Day
C16,DAY CARE CENTER,4,Day
C12,OTHER RAILROAD PROP / TRAIN DEPOT,1,Day
C2,COIN OPERATED MACHINE,1,Day
C4,DAY CARE CENTER,1,Day
C35,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,4,Day
C20,AIRPORT VENDING ESTABLISHMENT,1,Day
C15,HOTEL/MOTEL,9,Day
C6,BOAT/WATERCRAFT,1,Day
C17,CURRENCY EXCHANGE,1,Day
C12,ALLEY,3,Day
C4,NURSING HOME/RETIREMENT HOME,23,Day
C34,RESIDENCE,62,Day
C32,ANIMAL HOSPITAL,1,Day
C69,HOTEL/MOTEL,14,Day
C24,VEHICLE - DELIVERY TRUCK,1,Day
C68,"SCHOOL, PUBLIC, BUILDING",102,Day
C72,OTHER RAILROAD PROP / TRAIN DEPOT,3,Day
C41,LIBRARY,2,Day
C66,"SCHOOL, PRIVATE, BUILDING",13,Day
C56,AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA,3,Day
C46,GROCERY FOOD STORE,22,Day
C22,"SCHOOL, PRIVATE, GROUNDS",1,Day
C15,"SCHOOL, PUBLIC, GROUNDS",16,Day
C77,FACTORY/MANUFACTURING BUILDING,1,Day
C7,SIDEWALK,99,Day
C53,RESIDENTIAL YARD (FRONT/BACK),99,Day
C8,BOWLING ALLEY,10,Day
C21,DRIVEWAY - RESIDENTIAL,2,Day
C37,RESTAURANT,17,Day
C54,RESIDENCE,227,Day
C32,HOSPITAL BUILDING/GROUNDS,4,Day
C36,APARTMENT,86,Day
C75,"SCHOOL, PUBLIC, GROUNDS",9,Day
C40,STREET,435,Day
C1,RESIDENTIAL YARD (FRONT/BACK),52,Day
C75,BARBERSHOP,1,Day
C36,PARK PROPERTY,9,Day
C57,RESTAURANT,6,Day
C76,AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA,6,Day
C20,GOVERNMENT BUILDING/PROPERTY,1,Day
C36,CHA APARTMENT,10,Day
C56,APARTMENT,31,Day
C8,"SCHOOL, PRIVATE, BUILDING",15,Day
C67,GAS STATION,101,Day
C61,DEPARTMENT STORE,72,Day
C63,CTA STATION,7,Day
C39,CTA BUS,4,Day
C20,"SCHOOL, PRIVATE, BUILDING",1,Day
C27,AUTO,3,Day
C37,STREET,153,Day
C38,DEPARTMENT STORE,14,Day
C31,FACTORY/MANUFACTURING BUILDING,3,Day
C15,ALLEY,34,Day
C24,VEHICLE NON-COMMERCIAL,97,Day
C23,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,7,Day
C59,NURSING HOME/RETIREMENT HOME,1,Day
C5,GOVERNMENT BUILDING/PROPERTY,2,Day
C64,VEHICLE NON-COMMERCIAL,15,Day
C48,PARKING LOT/GARAGE(NON.RESID.),17,Day
C8,CONVENIENCE STORE,41,Day
C36,RESIDENTIAL YARD (FRONT/BACK),16,Day
C60,GROCERY FOOD STORE,10,Day
C31,POOL ROOM,1,Day
C65,"SCHOOL, PRIVATE, GROUNDS",1,Day
C7,TAXICAB,1,Day
C44,WAREHOUSE,4,Day
C55,FIRE STATION,3,Day
C28,RESIDENCE PORCH/HALLWAY,54,Day
C25,CHA HALLWAY/STAIRWELL/ELEVATOR,1,Day
C44,LIBRARY,4,Day
C35,ALLEY,7,Day
C50,APARTMENT,50,Day
C57,RESIDENCE,112,Day
C43,CTA BUS STOP,23,Day
C19,OTHER,119,Day
C66,APPLIANCE STORE,4,Day
C15,FIRE STATION,3,Day
C6,VEHICLE NON-COMMERCIAL,41,Day
C50,PARK PROPERTY,8,Day
C70,COLLEGE/UNIVERSITY GROUNDS,1,Day
C69,GROCERY FOOD STORE,29,Day
C27,SPORTS ARENA/STADIUM,2,Day
C53,CTA BUS,9,Day
C23,COIN OPERATED MACHINE,5,Day
C22,VACANT LOT/LAND,3,Day
C67,CTA BUS,33,Day
C66,CONVENIENCE STORE,29,Day
C31,CONSTRUCTION SITE,4,Day
C41,GAS STATION,18,Day
C44,SMALL RETAIL STORE,197,Day
C44,DRIVEWAY - RESIDENTIAL,5,Day
C49,CTA GARAGE / OTHER PROPERTY,5,Day
C76,VEHICLE-COMMERCIAL,2,Day
C59,APARTMENT,65,Day
C26,CTA STATION,43,Day
C15,GAS STATION,7,Day
C30,DAY CARE CENTER,1,Day
C71,CURRENCY EXCHANGE,3,Day
C59,PARK PROPERTY,17,Day
C50,VEHICLE NON-COMMERCIAL,10,Day
C8,APPLIANCE STORE,2,Day
C34,RESIDENCE-GARAGE,10,Day
C16,COMMERCIAL / BUSINESS OFFICE,10,Day
C8,CAR WASH,5,Day
C65,RESTAURANT,20,Day
C63,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,4,Day
C74,RESIDENCE-GARAGE,8,Day
C35,GAS STATION,41,Day
C56,COMMERCIAL / BUSINESS OFFICE,16,Day
C42,CEMETARY,1,Day
C44,CHA APARTMENT,1,Day
C28,SIDEWALK,386,Day
C50,OTHER,31,Day
C75,GAS STATION,30,Day
C60,ANIMAL HOSPITAL,1,Day
C58,DEPARTMENT STORE,11,Day
C21,ATHLETIC CLUB,12,Day
C17,CEMETARY,2,Day
C42,"SCHOOL, PUBLIC, BUILDING",72,Day
C18,DEPARTMENT STORE,9,Day
C6,DEPARTMENT STORE,67,Day
C5,STREET,214,Day
C5,CTA BUS STOP,2,Day
C39,DAY CARE CENTER,2,Day
C29,"SCHOOL, PRIVATE, BUILDING",22,Day
C68,RESIDENCE PORCH/HALLWAY,83,Day
C1,CLEANING STORE,2,Day
C1,RESIDENCE PORCH/HALLWAY,127,Day
C39,NURSING HOME/RETIREMENT HOME,7,Day
C44,VEHICLE NON-COMMERCIAL,46,Day
C27,POLICE FACILITY/VEH PARKING LOT,36,Day
C25,CHURCH,1,Day
C70,OTHER,121,Day
C5,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Day
C12,CAR WASH,2,Day
C28,PARKING LOT/GARAGE(NON.RESID.),497,Day
C26,APPLIANCE STORE,3,Day
C42,JAIL / LOCK-UP FACILITY,2,Day
C26,CAR WASH,1,Day
C16,RESIDENTIAL YARD (FRONT/BACK),32,Day
